Theft_Status,Occurrence_Hour,Premises_Type,Bike_Cost,Region
1,20,House,1500,Downtown
1,17,Outside,1200,Downtown
1,18,House,500,Downtown
1,18,House,800,Downtown
1,18,House,800,Downtown
1,17,Apartment,500,Downtown
1,9,Educational,600,Downtown
1,0,House,800,Downtown
1,23,Other,600,Downtown
1,0,House,850,Downtown
1,8,Apartment,600,Toronto
1,14,Outside,1500,Downtown
1,19,Outside,120,Downtown
1,13,Apartment,1200,Downtown
1,8,Transit,450,Midtown
1,19,Apartment,1000,Downtown
1,23,Other,500,Downtown
1,23,Other,800,Downtown
1,8,Educational,500,Toronto
1,23,Commercial,0,Downtown
1,11,Outside,4000,Downtown
1,23,Apartment,4500,Downtown
0,12,House,737,Downtown
1,12,House,1100,Downtown
1,10,House,600,Downtown
1,12,Apartment,100,Downtown
1,18,Outside,1000,Downtown
1,13,House,1500,Downtown
1,9,Commercial,800,Downtown
1,23,Other,757.090026855469,Downtown
1,23,Other,395.5,Downtown
1,15,House,1000,Downtown
1,8,House,2550,Downtown
1,8,House,750,Downtown
1,8,House,850,Downtown
1,17,Apartment,248.589996337891,Downtown
1,15,Apartment,1200,Downtown
1,23,House,500,Downtown
1,20,Apartment,1000,Toronto
1,19,Apartment,1500,Toronto
1,19,Other,1000,Toronto
1,16,House,0,Toronto
1,16,House,0,Toronto
1,20,House,500,Toronto
1,4,Apartment,2800,Downtown
1,16,Commercial,400,Downtown
1,9,Other,1200,Downtown
1,9,Other,1000,Downtown
1,19,House,1000,Downtown
1,9,Other,600,Downtown
1,20,Apartment,800,Toronto
1,22,Other,200,Downtown
1,18,House,529,Downtown
1,18,Apartment,500,Downtown
1,8,Educational,600,Downtown
1,13,Apartment,400,Scarborough
1,22,Outside,200,Downtown
1,8,Outside,700,Toronto
1,10,Other,400,Downtown
1,12,Apartment,795,North York
1,0,Apartment,1200,Downtown
1,13,Commercial,2800,Downtown
1,9,Commercial,300,North York
1,22,Apartment,1300,Downtown
1,16,Apartment,690,Downtown
1,16,Apartment,600,Downtown
1,12,Apartment,970,Downtown
1,21,Outside,1999,Downtown
1,21,Outside,50,Downtown
1,13,Outside,344.609985351563,Toronto
1,10,Apartment,900,Downtown
1,18,Apartment,4199,Downtown
1,11,Outside,375,Downtown
1,15,Outside,900,Downtown
1,9,Apartment,500,Downtown
1,23,Apartment,500,Downtown
1,0,Outside,0,Downtown
1,23,Apartment,0,Downtown
1,0,Outside,0,Downtown
1,23,Apartment,0,Downtown
1,7,Apartment,1000,Downtown
1,11,Other,45672,North York
1,12,House,400,Toronto
1,10,Apartment,750,Downtown
1,12,House,800,North York
1,11,Outside,250,Downtown
1,10,Outside,1234,Scarborough
1,15,Apartment,1000,Toronto
1,19,Apartment,3000,Downtown
1,15,Outside,600,Scarborough
1,15,Outside,300,Scarborough
1,23,Commercial,350,Downtown
1,12,Outside,200,Toronto
1,21,Educational,900,Downtown
1,21,Educational,777,Downtown
1,12,Apartment,1300,Downtown
1,4,Educational,350,Scarborough
1,18,Outside,3400,Downtown
1,18,Outside,3400,Downtown
1,18,Outside,3400,Downtown
1,23,Apartment,178,Downtown
1,20,Outside,1000,Downtown
1,16,Educational,1000,Scarborough
1,22,Apartment,0,Toronto
1,18,Apartment,600,Toronto
1,20,Outside,225,Downtown
1,18,Outside,400,Downtown
1,20,Apartment,400,Downtown
1,8,Other,1500,Downtown
1,17,Outside,2500,Toronto
1,21,Educational,900,Downtown
1,19,Educational,500,Downtown
1,23,House,0,Downtown
1,14,Apartment,700,Toronto
1,19,Outside,1650,Downtown
1,15,Apartment,1500,Downtown
1,15,Apartment,2700,Downtown
1,8,Apartment,2200,Downtown
1,8,Apartment,2200,Downtown
1,8,Transit,550,North York
0,22,Outside,1500,Downtown
1,18,Commercial,100,Downtown
1,10,Apartment,451.989990234375,Downtown
1,0,Apartment,1500,Downtown
1,21,Commercial,550,Downtown
1,19,Apartment,200,Downtown
1,0,Other,1100,Midtown
1,11,Other,500,Toronto
1,11,Other,1000,Toronto
0,0,Apartment,500,Downtown
1,14,Apartment,300,Scarborough
1,12,Commercial,0,Downtown
1,0,House,1000,Toronto
1,0,House,1000,Toronto
1,19,Commercial,120000,Midtown
1,23,Apartment,800,Downtown
1,9,Commercial,1000,Downtown
1,9,Commercial,400,Downtown
1,20,Outside,500,Downtown
1,6,Outside,400,Midtown
1,0,Apartment,2500,Downtown
1,12,Other,2000,Downtown
1,12,Outside,400,Scarborough
1,19,Apartment,1200,Downtown
1,8,Educational,4000,Downtown
1,17,Other,299,Downtown
1,16,House,7915.64990234375,Toronto
1,14,Commercial,600,Midtown
1,16,Apartment,1000,Downtown
1,10,Other,800,Downtown
1,16,Educational,900,Toronto
1,12,Other,2500,Downtown
1,1,Apartment,0,North York
1,0,Apartment,1200,Downtown
1,15,Educational,4500,Toronto
1,2,House,0,Downtown
1,9,Other,644,Downtown
1,9,Apartment,1500,Downtown
1,17,Apartment,750,North York
1,9,Apartment,400,Downtown
1,1,Apartment,2200,Downtown
1,19,Commercial,1017,Toronto
1,21,Outside,700,Downtown
1,22,Apartment,600,Downtown
1,16,Apartment,550,Downtown
1,16,Apartment,550,Downtown
1,17,House,1000,Scarborough
1,23,Transit,650,Toronto
1,15,Outside,1500,Downtown
1,1,Commercial,300,Downtown
1,11,Outside,130,Downtown
1,23,Other,400,Toronto
1,18,Commercial,2900,Downtown
1,9,Apartment,300,Downtown
1,9,Apartment,300,Downtown
1,5,Apartment,300,Downtown
1,13,Other,2000,Downtown
1,14,Apartment,2418.169921875,Downtown
1,20,House,7401.490234375,Toronto
1,11,Other,426,Downtown
1,8,Educational,549,Midtown
1,12,House,400,Midtown
1,17,Other,600,Midtown
1,17,Other,9600,Midtown
1,17,Other,5000,Midtown
0,13,Outside,700,Downtown
1,19,House,1300,Scarborough
1,12,Outside,500,Downtown
1,8,Apartment,3000,Downtown
1,16,Outside,400,Downtown
1,9,Commercial,450,Midtown
1,8,Apartment,3000,Downtown
1,11,House,0,Toronto
1,1,Other,400,Toronto
1,10,Apartment,10000,Downtown
1,1,Other,400,Toronto
1,8,Apartment,1600,Midtown
1,8,Apartment,250,Midtown
1,18,Apartment,400,Downtown
1,22,House,500,Downtown
1,16,Outside,2000,Downtown
1,8,House,1000,Downtown
1,20,Apartment,400,Downtown
1,8,Apartment,500,Downtown
1,15,Apartment,789.989990234375,Downtown
1,12,Outside,1500,Scarborough
1,17,Other,0,Downtown
1,14,Apartment,500,Toronto
1,11,House,200,Toronto
1,4,Educational,1500,Downtown
1,10,Apartment,199,Downtown
1,21,Outside,130,Downtown
1,16,Apartment,700,Toronto
1,21,Outside,130,Downtown
1,23,Other,500,North York
1,9,Outside,1241.86999511719,Downtown
1,0,Apartment,1000,Downtown
1,18,Outside,600,Downtown
1,5,Apartment,620,Downtown
1,16,Outside,500,Downtown
1,8,Outside,525,Downtown
1,22,Apartment,769,Toronto
1,11,Apartment,0,Downtown
1,12,Outside,600,Downtown
1,10,Other,60,Downtown
1,14,Educational,700,Midtown
1,18,Transit,0,Downtown
1,10,Apartment,250,Midtown
1,13,Apartment,1150,Downtown
1,10,Apartment,250,Midtown
1,10,House,850,Downtown
1,16,Other,0,Toronto
1,19,Other,150,Toronto
1,8,Apartment,1200,Downtown
1,22,Outside,500,Downtown
1,16,Other,0,Toronto
1,20,Other,200,Downtown
1,1,Apartment,250,Downtown
1,9,Apartment,0,North York
1,0,Apartment,800,Downtown
0,0,Other,1500,Downtown
1,0,Outside,2500,Downtown
1,20,Other,200,Downtown
1,0,Other,1500,Downtown
1,17,Outside,750,Downtown
1,17,Apartment,500,Toronto
1,10,Commercial,700,Downtown
1,16,Other,600,Scarborough
1,0,House,650,Downtown
0,14,Outside,250,Downtown
1,8,Apartment,2400,Downtown
1,18,Apartment,2200,Downtown
1,18,Outside,100,Scarborough
1,20,Educational,600,Scarborough
1,18,Outside,200,Scarborough
1,11,House,200,Toronto
1,22,Outside,800,Downtown
1,19,Apartment,1000,Downtown
1,19,Other,2500,Midtown
1,15,Commercial,198,Scarborough
1,15,Outside,900,Midtown
1,17,Apartment,1000,Downtown
1,16,Outside,500,Downtown
1,0,Outside,600,Downtown
1,12,Outside,2000,Downtown
1,15,Apartment,1470,Toronto
1,1,Apartment,800,Downtown
1,0,House,2700,Midtown
1,0,House,2700,Midtown
1,18,Apartment,1000,Midtown
1,18,Apartment,100,Midtown
1,18,Apartment,250,Midtown
1,2,House,300,Downtown
1,21,Apartment,600,Downtown
1,5,Apartment,500,Downtown
1,0,Other,1200,Downtown
1,3,Other,300,Downtown
1,14,Apartment,300,Downtown
1,3,Other,1000,Downtown
1,16,Commercial,275,Scarborough
1,0,Other,600,Toronto
1,12,Outside,2000,Downtown
1,0,Commercial,150,Downtown
1,23,Apartment,2000,Downtown
1,21,Outside,200,Downtown
1,21,Outside,250,Downtown
1,9,Educational,1400,Downtown
1,2,Other,600,Downtown
1,16,Educational,400,Downtown
1,9,Commercial,50,Downtown
1,8,Other,1250,Toronto
1,4,Outside,800,Downtown
1,17,Outside,500,Downtown
1,8,Other,600,Toronto
1,17,Other,470,Downtown
1,0,Apartment,300,Downtown
1,0,Apartment,250,Downtown
1,20,Outside,220,Downtown
1,9,Other,300,North York
1,22,Apartment,100,Toronto
1,22,Apartment,600,Toronto
1,22,Apartment,600,Toronto
1,12,House,300,Downtown
1,23,Commercial,250,Downtown
1,12,Outside,150,Downtown
1,7,Outside,1100,Downtown
1,8,Transit,1500,North York
1,17,House,999.989990234375,Toronto
1,19,Outside,500,Downtown
0,21,Outside,599,Downtown
1,10,Transit,300,Toronto
1,17,Outside,800,Midtown
1,9,Transit,450,Toronto
1,16,House,224,Scarborough
1,23,Outside,800,Downtown
1,0,Outside,769.989990234375,North York
1,14,Apartment,800,Toronto
1,14,Outside,800,Toronto
1,8,Educational,750,Downtown
1,16,Outside,723,Downtown
1,18,Commercial,1100,Toronto
1,10,House,600,Toronto
1,21,Commercial,500,North York
1,8,Outside,650,Downtown
1,10,House,600,Toronto
1,15,Outside,200,Downtown
1,18,Outside,1000,Downtown
1,17,Apartment,1300,Downtown
1,2,Educational,200,Downtown
1,15,Other,150,North York
1,22,Outside,300,Downtown
1,11,Outside,1337.66003417969,Downtown
1,21,Apartment,600,Downtown
1,20,Other,168,Downtown
1,18,Educational,109,Scarborough
1,18,Educational,109,Scarborough
1,16,House,3000,Downtown
1,14,Apartment,100,Downtown
1,22,Outside,250,Downtown
1,0,House,3200,Midtown
1,13,Other,820,Downtown
1,13,Other,820,Downtown
1,0,House,3200,Midtown
1,20,Transit,400,North York
1,0,House,879.989990234375,Midtown
1,0,House,600,Midtown
1,16,Outside,150,Downtown
1,2,Commercial,550,Downtown
1,8,Other,875,Toronto
1,17,Outside,100,Downtown
1,0,Apartment,250,Downtown
1,6,Apartment,1349,North York
1,0,Outside,1300,Downtown
1,20,House,400,Scarborough
1,4,House,4000,Midtown
1,11,Apartment,500,Downtown
1,17,Outside,600,North York
1,12,Outside,150,North York
1,21,Apartment,0,Downtown
1,3,Commercial,2900,Downtown
1,13,Outside,1000,Downtown
1,13,Outside,1000,Downtown
1,17,Educational,1100,Downtown
1,9,Transit,2500,North York
1,16,Transit,300,Toronto
1,20,Other,2000,Downtown
1,20,Other,2000,Downtown
1,15,Outside,169,Toronto
1,1,Apartment,100,Downtown
1,8,Transit,900,Scarborough
1,16,Commercial,550,Toronto
1,13,Commercial,275,Scarborough
1,20,Apartment,0,Downtown
1,18,Apartment,400,North York
1,0,Other,0,Downtown
1,0,Other,700,Toronto
1,3,Other,400,Midtown
1,21,Outside,150,North York
1,12,Educational,250,Downtown
1,0,Outside,2499,Downtown
1,19,Transit,0,Midtown
1,17,Outside,1000,Toronto
1,7,Transit,35,Scarborough
1,0,Apartment,800,Toronto
1,17,Outside,2000,North York
1,19,Educational,500,Downtown
1,12,Apartment,200,North York
1,12,Apartment,200,Toronto
1,0,Outside,2000,Downtown
1,8,Outside,4000,Midtown
1,0,Outside,200,Downtown
1,19,Commercial,799,Downtown
1,17,House,360,Toronto
1,17,House,440,Toronto
1,17,House,250,Toronto
1,17,Apartment,139.990005493164,Downtown
1,11,Commercial,2000,Toronto
1,10,Apartment,1500,Downtown
1,8,Commercial,550,Toronto
1,18,Outside,500,Toronto
1,18,Outside,278.420013427734,Downtown
1,8,Other,900,Toronto
1,13,Other,250,Toronto
1,0,Outside,200,Downtown
1,22,Outside,0,Downtown
1,11,Outside,0,Downtown
1,12,Apartment,400,Downtown
1,11,Other,250,Toronto
1,10,House,650,North York
1,2,Outside,530,Downtown
1,0,Apartment,659.989990234375,Downtown
1,20,Commercial,325,Downtown
1,13,House,450,Toronto
1,0,Other,669,Downtown
1,21,Commercial,2000,Downtown
1,21,Outside,2000,Toronto
1,20,Outside,549,Downtown
1,20,Educational,700,Downtown
1,18,Apartment,150,North York
1,8,Educational,250,Downtown
1,23,Other,800,Scarborough
1,18,Other,1200,Toronto
1,2,Apartment,900,Toronto
1,23,Apartment,450,Downtown
1,14,Commercial,500,Downtown
1,20,Other,1600,Toronto
1,5,Outside,900,Midtown
1,15,Outside,700,Downtown
1,17,Outside,400,Toronto
1,15,House,500,Downtown
1,23,House,700,Downtown
1,10,Outside,240,Downtown
1,15,Commercial,555,Downtown
1,2,Apartment,198,Downtown
1,19,Outside,760,Toronto
1,4,House,336,Midtown
1,13,Commercial,1200,Downtown
1,19,House,800,Toronto
1,18,Educational,600,Downtown
1,4,Commercial,4000,Downtown
1,21,House,300,Downtown
1,10,Outside,4000,Downtown
1,1,Commercial,1200,Downtown
1,15,Commercial,800,Downtown
1,1,Apartment,450,Toronto
1,1,Apartment,995,Downtown
1,17,Outside,1400,Scarborough
1,11,Apartment,2000,Downtown
1,7,Apartment,300,Downtown
1,12,Outside,550,Downtown
1,20,House,350,North York
1,14,Outside,2110.26000976563,Downtown
1,19,Outside,500,Downtown
1,19,Commercial,2000,Midtown
1,23,Outside,200,Downtown
1,0,Outside,1200,Downtown
1,11,Other,0,North York
1,0,Apartment,200,Downtown
1,18,House,7000,Midtown
1,20,House,600,Downtown
1,20,House,200,Downtown
1,20,House,2000,Downtown
1,18,House,4000,Midtown
1,1,House,677,Downtown
1,1,House,373,Downtown
1,15,Apartment,700,Downtown
1,10,Outside,0,Toronto
1,20,Commercial,150,Midtown
1,22,Apartment,750,Toronto
1,22,Outside,2600,Downtown
1,10,Apartment,900,Toronto
1,14,Educational,1097,Downtown
1,12,Educational,1500,Downtown
1,1,Other,355,Downtown
1,23,House,600,Toronto
1,17,House,1200,Downtown
1,20,House,800,Downtown
1,22,Apartment,900,Toronto
1,18,House,5000,Downtown
1,17,House,2800,Downtown
1,10,Commercial,1000,Downtown
1,18,Apartment,800,Downtown
1,18,Apartment,1050,Downtown
1,13,Other,900,Downtown
1,18,Apartment,800,Downtown
1,17,Apartment,100,Downtown
1,19,Educational,350,Downtown
1,9,Outside,1999,Downtown
1,20,Apartment,800,Downtown
1,12,House,700,Downtown
1,15,Other,150,Scarborough
1,20,House,1000,Toronto
1,12,Educational,500,Midtown
1,20,House,1225,Toronto
1,8,Other,1250,Downtown
1,22,House,2250,Downtown
1,17,Outside,1200,Downtown
1,0,Outside,300,Downtown
1,18,House,3000,Toronto
1,18,House,2000,Toronto
1,13,Other,600,Downtown
1,22,House,400,Downtown
1,18,House,4000,Toronto
1,13,Other,1500,Downtown
1,7,Outside,300,Midtown
1,0,House,700,Downtown
1,23,Other,800,Downtown
1,18,Outside,1500,Downtown
1,9,Educational,750,Downtown
1,22,Transit,300,Toronto
1,11,Apartment,400,Downtown
1,11,Apartment,1000,Downtown
1,2,Other,150,North York
1,14,Outside,350,Midtown
1,13,Outside,1300,Downtown
1,16,House,1000,Toronto
1,9,Apartment,7000,Toronto
1,10,Educational,375,Downtown
1,20,Outside,250,Downtown
1,13,Commercial,2500,Downtown
1,9,Educational,500,Downtown
1,17,Educational,350,Downtown
1,8,Educational,400,Downtown
1,7,Educational,2000,North York
1,21,House,100,Midtown
1,17,Apartment,50,Downtown
1,19,Outside,350,Downtown
1,21,Educational,400,Downtown
1,15,Educational,250,Downtown
1,10,Educational,120,Downtown
1,16,Apartment,2500,Downtown
1,7,Other,700,Downtown
1,1,Apartment,800,Downtown
1,20,House,1150,Toronto
1,20,House,500,Toronto
1,14,Educational,200,Toronto
1,8,Outside,250,Downtown
1,16,Educational,500,Downtown
1,12,Outside,2000,Toronto
1,8,Educational,130,Toronto
1,15,Outside,500,Toronto
1,10,Educational,600,Downtown
1,17,Apartment,750,Downtown
1,22,Educational,500,Downtown
1,19,Apartment,1200,Downtown
1,21,Apartment,600,Midtown
1,2,House,3500,Toronto
1,7,Educational,659,Toronto
1,11,House,750,Midtown
1,11,House,750,Midtown
1,16,House,850,Toronto
1,17,Commercial,4000,Downtown
1,10,House,700,Downtown
1,14,Outside,600,Downtown
1,8,Apartment,500,Downtown
1,12,Commercial,3000,Toronto
1,19,Apartment,550,Downtown
1,10,Other,600,Downtown
1,9,Apartment,700,Downtown
1,17,Other,300,Downtown
1,3,Apartment,0,Downtown
1,11,House,220,Toronto
1,19,Outside,600,Toronto
1,14,Educational,500,Toronto
1,14,House,300,Downtown
1,9,Apartment,620,Downtown
1,17,House,2500,Downtown
1,22,Outside,500,Toronto
1,8,Outside,500,Downtown
1,23,Outside,700,Midtown
1,17,Educational,100,Downtown
1,10,Apartment,3000,Toronto
1,13,Commercial,0,Scarborough
1,18,Educational,550,Downtown
1,21,House,500,Toronto
1,18,Commercial,3990,Toronto
1,18,Outside,1200,Downtown
1,23,House,500,Downtown
1,18,House,100,Toronto
1,0,House,379.049987792969,Downtown
1,15,Other,2000,North York
1,11,Commercial,350,Downtown
1,11,Apartment,1000,Downtown
1,23,Apartment,1000,Downtown
1,5,Outside,800,Downtown
1,0,Other,500,Downtown
1,21,Transit,2600,North York
1,13,Other,0,Toronto
1,14,Outside,1350,Downtown
1,16,Transit,150,Scarborough
1,12,Apartment,1000,Toronto
1,17,Outside,1500,Downtown
1,11,Outside,0,Downtown
1,7,Outside,2300,Toronto
0,22,Commercial,1000,Midtown
1,17,Educational,550,Downtown
1,18,Educational,150,Downtown
1,17,Apartment,450,Scarborough
1,18,Transit,800,North York
1,19,House,1700,Midtown
1,9,Commercial,8000,North York
1,6,Commercial,1000,Downtown
1,13,Other,979,Downtown
1,6,Commercial,1000,Downtown
1,3,Outside,2500,Downtown
1,20,Outside,1000,Downtown
1,17,Commercial,180,Downtown
1,23,Outside,450,Downtown
1,23,House,700,Downtown
1,15,Outside,800,Downtown
1,10,Apartment,620,Downtown
1,0,Apartment,1050,North York
1,5,Apartment,500,Downtown
1,22,Commercial,1000,Midtown
1,19,Other,2500,Toronto
1,19,Other,2500,Toronto
1,8,Educational,800,Downtown
1,18,Outside,3000,Downtown
1,23,Outside,0,Downtown
1,10,Outside,1300,Toronto
1,14,Other,350,Toronto
1,11,House,1700,Midtown
1,11,House,1700,Midtown
1,10,Outside,529,Midtown
1,19,Apartment,500,Downtown
1,18,Outside,500,Downtown
1,17,Apartment,800,Downtown
1,8,Educational,587,Toronto
1,16,Outside,650,Downtown
1,16,Outside,1350,Downtown
1,19,Apartment,904,Downtown
1,0,Apartment,700,Midtown
1,21,Outside,700,Downtown
1,13,House,1000,Toronto
1,16,Apartment,1500,Downtown
1,17,Apartment,640,Toronto
1,18,Other,800,Downtown
1,21,House,1000,Downtown
1,13,Apartment,350,Downtown
1,17,Apartment,100,Downtown
1,22,Other,193.210006713867,Downtown
1,15,Apartment,502.799987792969,Toronto
1,0,Apartment,300,Downtown
1,6,Apartment,600,Downtown
1,6,Apartment,600,Downtown
1,6,Apartment,900,Downtown
1,17,House,800,Midtown
1,10,Outside,1000,Midtown
1,13,Outside,0,Downtown
0,18,Apartment,550,Toronto
1,16,Outside,400,Downtown
1,1,Other,1900,Downtown
1,20,Apartment,1200,Downtown
1,0,House,100,Downtown
1,16,Outside,4000,Downtown
1,20,Apartment,1500,Downtown
1,13,Commercial,599.989990234375,North York
1,15,House,541,North York
1,0,Apartment,400,Downtown
1,13,Educational,1000,Downtown
1,23,House,1000,Toronto
1,5,Apartment,1400,Downtown
1,19,House,700,Toronto
1,19,House,425,Toronto
1,19,House,320,Toronto
1,7,Apartment,500,Toronto
1,21,Other,950,Downtown
1,20,Outside,1000,Downtown
1,10,Apartment,625.299987792969,North York
1,10,Apartment,708.030029296875,North York
1,16,Outside,2000,Downtown
1,18,Apartment,937.599975585938,Downtown
1,1,Apartment,600,Downtown
1,12,Educational,629,Toronto
1,10,Apartment,3000,North York
1,12,Educational,580,Toronto
1,17,Apartment,650,Toronto
1,2,House,699,Downtown
0,21,Commercial,500,Downtown
1,21,Commercial,1400,Downtown
1,11,Commercial,700,Midtown
1,4,Commercial,4600,Downtown
1,17,Apartment,2300,Toronto
1,0,Apartment,1500,Downtown
1,22,House,1110,Toronto
1,22,House,1110,Toronto
1,11,Outside,3000,North York
1,15,Commercial,550,Downtown
1,15,Commercial,500,Downtown
1,11,Outside,2200,Downtown
1,20,Outside,1900,Downtown
1,23,House,550,Downtown
1,13,Outside,0,Downtown
1,3,Apartment,300,Downtown
1,22,House,600,Scarborough
1,22,House,300,Scarborough
1,1,Apartment,1200,Toronto
1,14,Apartment,1300,Downtown
1,0,Apartment,3500,North York
1,22,Other,830,North York
1,12,Outside,2000,Downtown
1,4,House,500.299987792969,Downtown
1,13,Commercial,300,Midtown
1,8,Commercial,1000,Downtown
1,19,House,2000,Downtown
1,12,Educational,800,Midtown
1,11,Outside,450,Toronto
1,14,Educational,350,Downtown
1,10,Educational,200,Toronto
1,22,Educational,600,Downtown
1,14,Educational,400,Downtown
1,12,Outside,700,Midtown
1,1,Apartment,500,Downtown
1,1,Other,600,Toronto
1,13,Educational,1500,Downtown
1,1,Other,1365,Toronto
1,22,Outside,600,Downtown
1,9,Apartment,1400,Downtown
1,17,Outside,400,Downtown
1,17,Outside,400,Downtown
1,17,Outside,400,Downtown
1,9,Outside,0,North York
1,18,Commercial,0,Toronto
1,18,Commercial,1200,Toronto
1,18,Other,4000,Toronto
1,23,Other,600,Downtown
1,19,Other,800,Downtown
1,21,Outside,1000,Toronto
1,1,Apartment,640,Midtown
1,14,Apartment,1000,Toronto
1,3,Transit,1000,North York
1,23,House,1200,Scarborough
1,15,Apartment,600,Toronto
0,18,Outside,900,Downtown
1,17,Apartment,2000,Downtown
1,18,Commercial,400,Downtown
1,22,House,200,Downtown
0,14,Outside,2000,Downtown
1,19,Outside,700,North York
1,19,Outside,400,North York
1,12,Outside,790,Midtown
1,2,House,300,Toronto
1,23,Other,800,Downtown
1,23,Other,800,Downtown
1,23,Other,700,Downtown
1,12,Apartment,600,Downtown
1,17,Apartment,800,Downtown
1,13,Apartment,700,North York
1,21,House,9000,Toronto
1,8,Other,325,Toronto
1,19,Outside,1170,Downtown
1,8,Outside,1200,Downtown
1,21,Outside,800,Midtown
1,23,Other,600,Midtown
1,21,Outside,500,Downtown
1,23,Other,600,Midtown
1,17,Other,500,Midtown
1,22,House,850,Midtown
1,18,Apartment,350,Downtown
1,17,Outside,649.989990234375,North York
1,13,Apartment,2400,Toronto
1,18,House,229,Toronto
1,12,House,2500,Toronto
1,23,Apartment,2000,Downtown
1,12,House,1500,Toronto
1,12,House,1500,Toronto
1,12,House,2500,Toronto
1,8,Other,0,Scarborough
1,2,Apartment,841.799987792969,Toronto
1,18,Other,200,Scarborough
1,13,Apartment,0,Downtown
1,9,Outside,850,Downtown
1,5,Outside,300,Midtown
1,5,Outside,200,Midtown
1,5,Outside,600,Midtown
1,16,House,550,North York
1,19,House,4000,Downtown
1,22,Apartment,1500,Downtown
1,0,Apartment,2100,North York
1,11,Apartment,400,North York
1,10,Apartment,500,Downtown
1,19,House,900,Downtown
1,20,House,700,Midtown
1,6,House,1200,Downtown
1,6,House,1200,Downtown
1,11,Commercial,0,Midtown
1,19,Apartment,380,Scarborough
1,8,Commercial,800,Downtown
1,16,Outside,500,North York
1,23,House,0,Midtown
1,23,House,80,Midtown
1,16,Outside,0,Midtown
1,12,Apartment,600,Toronto
1,17,Apartment,700,North York
1,12,Educational,500,Downtown
1,17,Apartment,800,Downtown
1,15,Apartment,696.070007324219,Downtown
1,19,Apartment,700,North York
1,10,Apartment,950,Downtown
1,20,Apartment,1200,Downtown
1,13,House,600,Downtown
1,0,Educational,500,Downtown
1,13,House,600,Downtown
1,5,House,200,North York
1,20,Outside,0,Toronto
1,20,Outside,1200,Toronto
1,20,Outside,1200,Toronto
1,16,Other,0,Midtown
1,20,Outside,600,Downtown
1,19,Outside,600,Downtown
1,23,Apartment,500,Downtown
1,0,Apartment,400,Downtown
1,0,Apartment,1650,Downtown
1,0,Apartment,1300,Downtown
1,1,Outside,2500,Toronto
1,0,Apartment,1300,Downtown
1,20,Outside,200,Downtown
1,10,Other,50,Downtown
1,1,Other,800,Downtown
1,22,Other,600,North York
1,21,Apartment,699,Downtown
1,22,Apartment,350,North York
1,1,Other,400,Downtown
1,17,Apartment,500,Toronto
1,20,Apartment,400,Toronto
1,2,House,1355.94995117188,Toronto
1,19,Apartment,1100,Toronto
1,19,Apartment,650,Toronto
1,10,Apartment,400,Toronto
1,22,Apartment,300,Downtown
1,20,Apartment,500,Downtown
1,23,Outside,700,Downtown
1,10,Apartment,900,Toronto
1,17,Apartment,500,Downtown
1,9,Apartment,400,Toronto
0,15,House,150,Toronto
1,13,Apartment,1872,Downtown
1,0,Apartment,1000,Downtown
1,0,Apartment,700,Downtown
1,15,House,2000,Toronto
1,21,Outside,449.989990234375,North York
1,16,Apartment,350,North York
0,10,Outside,1500,Downtown
1,16,Apartment,350,North York
1,23,Outside,300,Downtown
1,16,Outside,1000,Downtown
1,0,Apartment,0,Toronto
1,21,Outside,0,North York
1,12,Commercial,200,Scarborough
1,23,House,200,Toronto
1,21,Outside,1220.40002441406,Downtown
1,22,Apartment,350,Downtown
1,8,Apartment,1250,Midtown
1,21,Commercial,500,Downtown
1,20,Educational,200,Downtown
1,8,Apartment,1250,Midtown
1,12,Outside,2000,Downtown
1,22,House,700,Downtown
1,12,Outside,2000,Downtown
1,12,Outside,1400,Midtown
1,20,House,0,Toronto
1,23,Other,800,Downtown
1,19,House,150,Toronto
1,10,Other,800,Midtown
1,21,Outside,460,North York
1,20,Apartment,3000,Downtown
1,17,Other,450,Toronto
1,18,House,1337,Midtown
1,16,Apartment,500,Toronto
1,12,Other,1400,Midtown
1,12,Apartment,470,Toronto
1,11,Outside,500,North York
1,16,Apartment,600,Toronto
1,18,Commercial,2600,Toronto
1,4,Other,450,Downtown
1,2,Apartment,2500,Toronto
1,19,Commercial,338,Downtown
1,1,Outside,230,Downtown
1,16,Apartment,600,Downtown
1,13,House,150,Toronto
1,13,Apartment,0,Downtown
1,20,Apartment,650,Downtown
1,17,Apartment,820,Toronto
1,1,House,0,Midtown
1,1,House,0,Midtown
1,17,Apartment,1000,Downtown
1,5,House,2000,Toronto
1,0,Outside,300,Downtown
1,19,Outside,300,Downtown
1,4,Other,564.97998046875,Downtown
1,4,House,460,Midtown
1,10,Outside,359.989990234375,Downtown
1,21,Apartment,1500,Toronto
1,19,Outside,1049.77001953125,North York
1,22,Educational,1000,Toronto
1,22,Outside,240,Downtown
1,22,Educational,1000,Toronto
1,16,House,400,Downtown
0,13,Commercial,2000,Downtown
1,5,House,2000,Downtown
1,17,Outside,1500,Midtown
1,12,Apartment,1049,North York
1,19,Outside,860,North York
1,20,Outside,500,Downtown
1,20,Outside,0,Downtown
1,20,Outside,0,Downtown
1,23,Apartment,310,Downtown
1,22,Other,1500,Toronto
1,17,House,2700,Downtown
1,10,Outside,440,Downtown
1,14,Other,1000,Toronto
1,8,Outside,150,Toronto
1,19,Apartment,650,North York
